Ship Mode,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Ship Time
3,Home Office,Africa,Office Supplies,Appliances,613.56,2,0.0,165.66,54.42,1,4
3,Consumer,Central,Furniture,Bookcases,453.6810000000001,3,0.1,65.511,54.41,1,5
0,Consumer,Central,Furniture,Chairs,355.455,5,0.1,78.85499999999999,54.4,0,2
0,Home Office,West,Office Supplies,Appliances,209.79200000000003,2,0.2,26.22399999999999,54.39,3,3
3,Consumer,Central,Office Supplies,Storage,846.4800000000001,6,0.0,25.32,54.377,2,7
3,Corporate,Central,Technology,Accessories,1033.3200000000002,6,0.0,175.56,54.372,3,7
3,Consumer,Central,Furniture,Chairs,845.856,2,0.1,9.396,54.37,1,4
3,Consumer,Africa,Furniture,Chairs,460.19999999999993,1,0.0,161.07,54.37,1,4
3,Home Office,North Asia,Furniture,Chairs,457.1399999999999,1,0.0,45.69,54.36,2,7
0,Corporate,Africa,Furniture,Tables,504.0,2,0.0,115.92,54.36,1,3
3,Consumer,EMEA,Office Supplies,Appliances,367.74,6,0.0,128.70000000000002,54.35,1,4
1,Home Office,North,Office Supplies,Appliances,170.64,6,0.0,69.96,54.343,0,0
0,Consumer,West,Furniture,Tables,393.165,3,0.5,-204.44580000000005,54.34,3,2
3,Home Office,East,Office Supplies,Storage,1088.76,6,0.0,315.74039999999985,54.34,3,7
3,Consumer,East,Technology,Phones,539.97,3,0.0,134.9925,54.33,1,4
2,Consumer,West,Furniture,Tables,697.16,5,0.2,8.714499999999987,54.31,1,3
2,Corporate,EMEA,Technology,Machines,489.0,4,0.0,97.8,54.29,3,3
3,Consumer,Central,Technology,Copiers,963.9,5,0.0,231.3,54.27,3,6
3,Consumer,Oceania,Technology,Accessories,698.0580000000001,3,0.1,147.34799999999998,54.26,3,6
3,Corporate,North Asia,Technology,Copiers,563.76,4,0.0,16.799999999999997,54.25,2,6
3,Corporate,North Asia,Furniture,Chairs,483.6600000000001,3,0.0,232.11,54.25,3,4
0,Consumer,South,Office Supplies,Storage,272.76000000000005,3,0.0,13.62,54.242,0,3
3,Corporate,Central,Furniture,Chairs,309.11999999999995,1,0.0,27.82,54.231,1,5
3,Consumer,South,Furniture,Tables,989.04,4,0.5,-435.24,54.23,3,4
2,Corporate,West,Office Supplies,Storage,449.15,5,0.0,8.98299999999999,54.23,3,5
3,Consumer,South,Furniture,Bookcases,1085.58,3,0.0,379.89,54.22,3,7
2,Consumer,Central,Office Supplies,Supplies,307.86,7,0.0,67.62,54.22,1,3
3,Consumer,Central,Furniture,Bookcases,405.3,5,0.0,117.5,54.21,2,7
3,Consumer,Central,Furniture,Chairs,750.195,5,0.1,233.295,54.21,3,5
3,Consumer,Africa,Furniture,Bookcases,437.61,1,0.0,210.03000000000003,54.21,1,4
0,Consumer,West,Furniture,Chairs,242.35200000000003,3,0.2,-42.41160000000004,54.19,1,2
1,Home Office,North Asia,Office Supplies,Envelopes,263.55000000000007,7,0.0,42.0,54.18,3,0
3,Corporate,Oceania,Technology,Machines,838.5930000000002,3,0.1,121.11299999999994,54.17,1,5
3,Consumer,Oceania,Office Supplies,Storage,805.7070000000001,7,0.1,-62.85300000000001,54.17,3,4
0,Consumer,North Asia,Technology,Phones,464.04,3,0.0,83.51999999999998,54.17,3,2
3,Home Office,East,Furniture,Chairs,605.88,6,0.0,151.47000000000003,54.17,2,7
3,Consumer,South,Technology,Phones,445.98599999999993,6,0.1,108.84600000000002,54.15,1,4
0,Corporate,South,Office Supplies,Appliances,390.78,6,0.0,148.32,54.15,3,2
0,Consumer,Africa,Technology,Copiers,378.81000000000006,1,0.0,140.13,54.15,1,3
2,Corporate,South,Furniture,Tables,211.728,3,0.6,-52.93199999999997,54.145,0,3
1,Corporate,South,Technology,Machines,469.854,2,0.1,-31.32600000000001,54.13,0,0
3,Corporate,Central Asia,Furniture,Furnishings,697.86,6,0.0,209.34,54.13,3,5
0,Corporate,West,Furniture,Furnishings,300.416,8,0.2,78.8592,54.13,0,2
3,Home Office,South,Technology,Copiers,648.54032,4,0.002,24.62032,54.13,3,4
3,Consumer,Africa,Furniture,Bookcases,874.6800000000001,2,0.0,148.68,54.12,3,5
3,Consumer,North,Furniture,Chairs,714.15,3,0.5,-142.83000000000004,54.1,3,4
2,Consumer,South,Furniture,Bookcases,261.96,2,0.0,41.9136,54.1,0,3
3,Consumer,Southeast Asia,Furniture,Chairs,528.5699999999999,4,0.25,-176.19,54.09,3,5
0,Corporate,Central,Technology,Copiers,307.56336,4,0.402,-114.19664000000007,54.08200000000001,3,3
0,Consumer,Southeast Asia,Furniture,Bookcases,394.6455,3,0.07,-4.324500000000008,54.08,1,2
3,Corporate,Oceania,Technology,Copiers,577.0799999999999,4,0.0,23.04,54.07,3,4
2,Corporate,Central,Furniture,Chairs,317.142,2,0.1,70.422,54.06,1,5
3,Corporate,Central,Furniture,Chairs,681.72,6,0.0,20.4,54.05,3,7
2,Corporate,Central,Technology,Copiers,358.9200000000001,3,0.0,179.46000000000004,54.05,3,5
3,Consumer,South,Furniture,Bookcases,398.52,3,0.0,191.28000000000003,54.042,2,7
3,Consumer,East,Furniture,Furnishings,799.5600000000001,9,0.0,207.8856,54.04,3,4
3,Consumer,North,Furniture,Chairs,731.4239999999998,3,0.2,118.82400000000008,54.037,3,6
3,Consumer,Central,Furniture,Bookcases,613.9992,3,0.32,-18.05880000000008,54.03,1,4
0,Consumer,Central,Technology,Phones,323.97600000000006,3,0.2,20.2485,54.02,3,2
2,Corporate,North,Technology,Phones,354.24,8,0.0,77.92,54.018,3,4
2,Corporate,North,Technology,Copiers,447.7427199999999,4,0.002,178.54272,54.013,1,4
3,Corporate,Central,Technology,Machines,691.9830000000001,3,0.1,-15.417000000000009,54.0,3,6
3,Consumer,Central,Furniture,Bookcases,1217.673,9,0.1,351.51300000000003,54.0,3,5
3,Home Office,Africa,Technology,Copiers,642.7199999999999,2,0.0,224.94,53.99,3,4
1,Corporate,North,Furniture,Bookcases,298.68,2,0.0,113.46,53.98,0,0
2,Home Office,Central Asia,Technology,Copiers,763.26,2,0.0,366.36,53.96,3,4
3,Consumer,West,Technology,Phones,1091.168,4,0.2,68.19799999999998,53.95,3,4
0,Consumer,South,Furniture,Bookcases,297.96000000000004,3,0.0,77.46,53.943,3,1
3,Consumer,Central,Furniture,Tables,915.1155,3,0.35,-98.55450000000008,53.94,3,6
3,Consumer,Central,Technology,Phones,1275.0,3,0.0,178.5,53.938,3,7
3,Corporate,North,Furniture,Bookcases,388.60800000000006,2,0.2,29.127999999999982,53.931,1,4
3,Consumer,North,Technology,Phones,565.3199999999999,4,0.0,56.52,53.93,1,4
3,Corporate,West,Office Supplies,Envelopes,419.9,5,0.0,197.353,53.92,1,5
3,Consumer,Central,Technology,Machines,586.092,8,0.15,34.331999999999994,53.91,3,6
3,Consumer,West,Office Supplies,Binders,407.97600000000006,3,0.2,132.5921999999999,53.91,1,5
0,Corporate,North,Technology,Copiers,316.16639999999995,2,0.002,151.40640000000002,53.905,1,2
1,Home Office,Canada,Office Supplies,Art,111.84,4,0.0,4.44,53.9,0,0
3,Consumer,Central,Technology,Copiers,943.7040000000002,4,0.1,-10.536000000000016,53.89,3,6
3,Corporate,Oceania,Technology,Copiers,646.3799999999999,3,0.1,-71.82,53.89,3,5
3,Consumer,East,Office Supplies,Binders,673.5680000000001,2,0.2,252.588,53.88,3,4
3,Consumer,Central,Technology,Copiers,638.5603199999999,3,0.002,318.64032000000003,53.872,3,5
0,Home Office,East,Office Supplies,Storage,501.81000000000006,3,0.0,0.0,53.87,1,2
3,Consumer,South,Office Supplies,Storage,900.08,4,0.0,117.0104,53.84,3,5
3,Consumer,East,Office Supplies,Storage,1080.096,6,0.2,-94.5084,53.84,3,5
3,Corporate,West,Office Supplies,Supplies,579.3,5,0.0,28.96499999999996,53.83,1,5
0,Home Office,South,Furniture,Tables,214.848,2,0.6,-247.092,53.81,1,3
0,Corporate,South,Furniture,Bookcases,297.84000000000003,2,0.0,74.46000000000001,53.81,1,1
3,Consumer,South,Furniture,Tables,801.96,2,0.0,200.49,53.81,3,4
3,Consumer,Central Asia,Furniture,Bookcases,583.8720000000001,2,0.2,-21.948000000000008,53.8,3,5
3,Consumer,Central,Furniture,Bookcases,618.0840000000001,4,0.1,27.444000000000003,53.79,3,5
3,Consumer,East,Office Supplies,Appliances,662.84,4,0.0,172.33840000000004,53.79,3,5
0,Consumer,EMEA,Technology,Phones,145.98000000000002,1,0.0,65.67,53.79,0,3
3,Corporate,Central,Technology,Copiers,418.0259199999999,4,0.402,-15.414079999999966,53.783,2,6
2,Home Office,North,Furniture,Bookcases,369.18,3,0.0,140.22,53.78,3,3
3,Consumer,Central,Furniture,Bookcases,469.233,3,0.1,78.18299999999999,53.78,1,4
3,Consumer,Central,Technology,Copiers,385.86,2,0.0,92.58,53.77,2,6
3,Corporate,EMEA,Furniture,Furnishings,438.96,4,0.0,140.39999999999998,53.77,1,5
2,Corporate,Caribbean,Technology,Copiers,768.49992,6,0.002,275.65992,53.75599999999999,3,5
3,Home Office,Central,Furniture,Chairs,1284.822,3,0.1,413.982,53.75,3,6
0,Corporate,Central,Furniture,Chairs,426.2489999999999,1,0.1,89.97900000000001,53.74,3,2
3,Corporate,Southeast Asia,Furniture,Bookcases,276.489,2,0.07,32.649,53.74,1,4
3,Corporate,Central,Office Supplies,Appliances,758.9600000000002,2,0.0,7.56,53.737,3,6
2,Corporate,Central,Office Supplies,Storage,534.438,3,0.1,231.588,53.73,1,4
1,Consumer,South,Furniture,Chairs,239.24,1,0.2,23.924000000000007,53.73,0,0
3,Consumer,EMEA,Technology,Phones,1302.78,2,0.0,286.56,53.73,3,4
2,Consumer,Canada,Office Supplies,Appliances,525.6899999999999,1,0.0,162.96,53.73,1,4
3,Home Office,West,Furniture,Tables,1004.976,6,0.2,-175.8708000000001,53.69,3,6
3,Corporate,Central,Furniture,Tables,1014.741,3,0.35,-499.5989999999999,53.68,3,5
0,Home Office,Southeast Asia,Technology,Copiers,398.6631,3,0.07,77.0931,53.66,3,3
0,Consumer,North Asia,Office Supplies,Binders,196.8,8,0.5,-66.96000000000001,53.65,0,1
0,Home Office,Central,Furniture,Chairs,127.302,7,0.3,-9.092999999999996,53.64,0,2
3,Consumer,East,Office Supplies,Binders,456.5880000000001,2,0.7,-304.39200000000005,53.64,2,7
3,Home Office,EMEA,Office Supplies,Art,413.04,8,0.0,70.08,53.64,1,4
1,Consumer,EMEA,Office Supplies,Appliances,3172.1399999999994,6,0.0,1236.96,53.63,3,0
3,Consumer,South,Furniture,Bookcases,490.08,4,0.0,19.56,53.6,2,6
0,Corporate,West,Furniture,Tables,189.576,1,0.2,9.478799999999978,53.6,1,2
2,Consumer,Oceania,Office Supplies,Storage,568.863,3,0.1,37.86299999999999,53.58,3,4
2,Consumer,Central,Furniture,Furnishings,506.3800000000001,7,0.0,45.5,53.56,1,2
3,Consumer,Central Asia,Furniture,Chairs,531.48,4,0.0,21.24,53.55,3,4
3,Consumer,EMEA,Furniture,Bookcases,825.36,2,0.0,338.34000000000003,53.55,3,4
2,Home Office,Africa,Technology,Phones,302.61600000000004,8,0.7,-534.7439999999999,53.55,0,3
2,Corporate,Canada,Office Supplies,Appliances,308.07,1,0.0,30.78,53.55,1,2
3,Consumer,North,Office Supplies,Appliances,799.5999999999999,4,0.0,335.76,53.54299999999999,3,4
0,Home Office,Southeast Asia,Office Supplies,Binders,136.701,6,0.17,-1.7190000000000047,53.54,1,1
2,Home Office,Central Asia,Technology,Accessories,448.7999999999999,4,0.0,188.4,53.54,1,3
0,Consumer,Central,Office Supplies,Appliances,171.55800000000002,2,0.1,47.598,53.53,0,2
3,Corporate,Central Asia,Furniture,Chairs,732.78,9,0.0,278.37,53.53,3,5
1,Consumer,Caribbean,Technology,Phones,405.12,4,0.0,52.64,53.525,3,0
3,Home Office,North,Office Supplies,Storage,427.9000000000002,5,0.0,0.0,53.512,2,7
3,Home Office,West,Technology,Phones,659.9760000000001,3,0.2,49.49819999999997,53.51,3,4
3,Consumer,West,Furniture,Tables,557.728,4,0.2,6.971599999999995,53.51,3,5
3,Consumer,North,Office Supplies,Storage,612.5399999999998,3,0.0,36.72,53.46,3,4
3,Consumer,Central,Technology,Machines,495.3375,7,0.15,-35.12249999999999,53.45,2,6
0,Home Office,Central,Office Supplies,Storage,256.446,6,0.1,-5.814000000000004,53.45,1,1
0,Consumer,North Asia,Office Supplies,Storage,385.29,3,0.0,161.82,53.44,1,3
3,Consumer,Southeast Asia,Technology,Machines,567.6204,4,0.17,-116.2596,53.44,3,4
3,Corporate,Oceania,Technology,Phones,615.276,9,0.1,225.396,53.43,3,7
0,Corporate,South,Technology,Machines,262.926,9,0.4,-30.834000000000003,53.42,0,2
3,Consumer,Central,Technology,Accessories,990.12,4,0.0,118.8,53.42,3,4
2,Consumer,Central,Office Supplies,Storage,689.8199999999999,6,0.0,20.69460000000001,53.42,1,2
3,Consumer,Oceania,Furniture,Chairs,741.0060000000001,7,0.4,-333.56400000000014,53.41,3,4
2,Consumer,West,Technology,Phones,399.96,5,0.2,34.99649999999997,53.41,1,5
3,Corporate,West,Furniture,Tables,1128.39,3,0.0,259.52970000000005,53.4,3,5
3,Consumer,Southeast Asia,Office Supplies,Storage,561.4949999999999,5,0.45,-316.6049999999999,53.37,2,6
3,Consumer,North,Technology,Copiers,1008.13968,4,0.002,68.61967999999999,53.363,3,5
2,Consumer,Oceania,Technology,Phones,340.44300000000004,3,0.1,113.46299999999997,53.36,1,4
3,Consumer,North Asia,Technology,Copiers,674.4,4,0.0,316.92,53.36,3,4
3,Corporate,EMEA,Furniture,Bookcases,820.44,2,0.0,270.72,53.36,3,4
3,Consumer,Central,Technology,Accessories,512.2800000000001,2,0.0,204.9,53.35,1,5
3,Home Office,EMEA,Furniture,Furnishings,855.3600000000001,8,0.0,213.84,53.35,3,4
0,Consumer,Central,Office Supplies,Storage,552.501,3,0.1,110.421,53.34,3,3
3,Corporate,North Asia,Furniture,Bookcases,424.35,3,0.0,25.379999999999995,53.34,1,4
2,Home Office,Oceania,Technology,Copiers,707.0490000000001,3,0.1,78.48899999999998,53.32,1,5
3,Consumer,West,Office Supplies,Storage,772.68,4,0.0,108.17520000000002,53.32,3,6
0,Consumer,EMEA,Technology,Machines,240.12,2,0.0,40.8,53.32,3,3
3,Home Office,South,Technology,Copiers,251.1966,3,0.002,32.196600000000004,53.298,1,4
2,Home Office,Caribbean,Technology,Phones,486.6000000000001,5,0.0,209.2,53.291,3,5
3,Consumer,Central,Technology,Phones,368.271,3,0.15,4.311000000000007,53.29,1,5
3,Corporate,South,Furniture,Chairs,743.9999999999999,4,0.6,-353.39999999999986,53.28,3,4
3,Corporate,East,Office Supplies,Appliances,1040.8,5,0.0,281.0160000000001,53.27,3,4
3,Consumer,EMEA,Office Supplies,Storage,421.38,2,0.0,105.3,53.24,1,4
1,Consumer,South,Furniture,Bookcases,263.36,8,0.6,-309.6,53.239,0,0
3,Consumer,Central,Technology,Machines,596.8199999999999,7,0.0,5.880000000000001,53.23,3,4
3,Consumer,East,Technology,Phones,1299.66,2,0.0,350.9082000000001,53.23,3,6
3,Corporate,Africa,Furniture,Bookcases,415.19999999999993,1,0.0,20.76,53.21,2,7
0,Consumer,Central,Office Supplies,Appliances,1533.3300000000002,3,0.1,-34.11000000000004,53.2,3,3
3,Consumer,Central,Office Supplies,Storage,551.2049999999999,3,0.1,97.96500000000005,53.2,3,6
3,Home Office,Central,Furniture,Bookcases,1050.246,3,0.1,-23.36400000000002,53.2,3,5
3,Home Office,Central Asia,Furniture,Bookcases,1307.97,3,0.0,483.93,53.2,3,6
0,Consumer,Oceania,Office Supplies,Appliances,559.926,2,0.1,24.846000000000004,53.18,1,2
3,Consumer,North Asia,Furniture,Bookcases,680.76,4,0.0,74.88,53.17,1,4
2,Corporate,South,Technology,Phones,370.17,5,0.4,-0.0300000000000579,53.16,1,2
3,Corporate,North,Technology,Phones,867.3000000000001,5,0.0,251.4,53.16,3,5
2,Consumer,East,Furniture,Chairs,715.2,3,0.0,178.79999999999998,53.16,3,2
1,Corporate,Central,Technology,Accessories,232.344,7,0.4,-23.296000000000028,53.155,0,0
3,Consumer,Central,Office Supplies,Storage,423.3,3,0.0,25.38,53.153,2,7
3,Consumer,Central,Office Supplies,Supplies,554.04,12,0.0,144.0,53.14,3,4
1,Corporate,Central,Technology,Copiers,1220.9399999999998,6,0.15,416.52,53.14,3,0
3,Home Office,Oceania,Office Supplies,Storage,379.242,2,0.1,25.24199999999999,53.12,1,5
1,Consumer,Oceania,Office Supplies,Storage,363.44700000000006,3,0.1,76.707,53.11,1,0
2,Corporate,Africa,Furniture,Bookcases,339.6,2,0.0,57.72,53.08,1,2
2,Corporate,Africa,Office Supplies,Storage,206.4,1,0.0,92.88,53.08,0,3
2,Consumer,Southeast Asia,Furniture,Furnishings,372.9132000000001,12,0.27,101.83319999999996,53.07,3,4
3,Home Office,Oceania,Technology,Copiers,383.796,2,0.4,-134.364,53.05,1,4
3,Consumer,Oceania,Technology,Copiers,385.398,3,0.1,68.508,53.04,1,4
3,Home Office,South,Technology,Copiers,634.9675200000001,3,0.002,-1.27248,53.038,3,5
3,Corporate,Central,Technology,Accessories,715.8899999999999,7,0.0,150.15000000000003,53.03,1,4
3,Home Office,North Asia,Furniture,Chairs,576.384,4,0.2,-122.496,53.03,3,5
3,Home Office,Central,Technology,Machines,485.7300000000001,3,0.0,77.67,53.02,1,5
3,Corporate,Central,Furniture,Bookcases,1973.295,5,0.1,767.295,53.02,3,6
3,Home Office,Central Asia,Technology,Phones,288.84000000000003,2,0.0,37.5,53.02,1,5
3,Home Office,Central,Technology,Copiers,1075.23,3,0.0,516.0600000000001,53.01,3,6
2,Corporate,Central Asia,Furniture,Chairs,500.85,3,0.0,125.19,53.01,3,5
0,Corporate,Central Asia,Office Supplies,Storage,332.85,7,0.0,59.85000000000001,53.01,1,2
3,Corporate,Central Asia,Furniture,Bookcases,612.6,5,0.0,55.05,53.01,3,6
3,Consumer,North Asia,Technology,Phones,840.6,5,0.0,319.35,53.0,3,5
2,Consumer,South,Office Supplies,Appliances,871.8000000000001,3,0.2,87.18000000000009,52.99,3,2
3,Consumer,Canada,Technology,Machines,600.3600000000001,2,0.0,66.0,52.98,3,6
3,Corporate,Central,Office Supplies,Storage,414.7200000000001,3,0.0,99.48,52.970000000000006,1,4
1,Home Office,Southeast Asia,Technology,Accessories,178.15949999999998,9,0.47,-57.280499999999975,52.97,1,0
3,Consumer,Central Asia,Technology,Phones,464.94,7,0.0,18.48,52.96,2,7
2,Corporate,Oceania,Furniture,Chairs,369.72,6,0.0,140.39999999999998,52.96,1,4
3,Corporate,West,Furniture,Furnishings,621.7600000000001,4,0.2,46.63199999999998,52.96,3,4
0,Consumer,Central,Technology,Machines,468.7650000000001,3,0.5,-459.4050000000001,52.95,3,1
3,Corporate,Oceania,Furniture,Tables,747.0539999999999,2,0.3,-234.84599999999995,52.95,3,5
3,Consumer,Central,Technology,Phones,369.72,3,0.0,22.14,52.93,1,5
3,Home Office,Central,Furniture,Chairs,487.96,2,0.0,146.38799999999998,52.93,1,4
2,Corporate,Central,Technology,Accessories,1812.7200000000005,7,0.0,851.97,52.92,3,4
1,Corporate,EMEA,Technology,Machines,156.24,2,0.0,23.4,52.91,0,0
3,Corporate,Central,Technology,Phones,946.344,7,0.2,118.29299999999988,52.9,3,4
3,Corporate,East,Office Supplies,Storage,704.25,5,0.0,84.51,52.9,3,4
0,Consumer,Southeast Asia,Office Supplies,Appliances,256.719,5,0.17,46.26899999999999,52.89,1,3
2,Consumer,Central,Technology,Copiers,382.51668,3,0.402,-257.14332,52.884,1,2
3,Corporate,South,Office Supplies,Storage,465.102,9,0.1,206.712,52.88,3,6
3,Consumer,Central,Technology,Accessories,428.0400000000001,9,0.0,98.28,52.870000000000005,2,7
3,Consumer,Central,Technology,Copiers,756.78,2,0.0,370.8,52.86,3,7
3,Corporate,West,Technology,Phones,604.752,6,0.2,60.47520000000006,52.86,1,4
3,Home Office,Oceania,Technology,Copiers,887.922,7,0.1,-69.25800000000002,52.85,3,4
2,Consumer,South,Technology,Copiers,378.32184,3,0.002,165.98183999999998,52.845000000000006,1,2
3,Consumer,Southeast Asia,Office Supplies,Storage,304.77599999999995,6,0.17,43.956,52.84,2,6
2,Consumer,Southeast Asia,Technology,Phones,1058.25,2,0.17,-76.53000000000003,52.84,3,5
2,Home Office,North Asia,Furniture,Furnishings,329.85,3,0.0,164.88,52.84,1,4
0,Consumer,East,Furniture,Furnishings,147.568,2,0.2,-3.689200000000007,52.84,1,3
2,Corporate,Central,Technology,Phones,260.592,1,0.4,-160.708,52.831,1,2
3,Consumer,Central,Office Supplies,Storage,593.8199999999999,3,0.0,290.97,52.83,3,7
3,Home Office,Central,Technology,Copiers,412.673,5,0.002,56.973,52.82899999999999,1,4
3,Consumer,North,Furniture,Bookcases,705.0720000000001,3,0.2,-132.228,52.826,3,4
3,Consumer,Oceania,Office Supplies,Appliances,1349.3249999999998,5,0.1,389.775,52.82,3,6
2,Consumer,North Asia,Furniture,Bookcases,507.6,3,0.0,203.04,52.81,1,2
0,Consumer,North Asia,Technology,Phones,637.35,2,0.5,-471.69000000000005,52.81,3,3
3,Home Office,Oceania,Technology,Copiers,1378.728,8,0.1,137.688,52.81,3,4
3,Consumer,North,Furniture,Chairs,358.272,4,0.2,-71.728,52.801,1,4
1,Consumer,Central,Technology,Accessories,245.07,3,0.0,14.669999999999998,52.79,1,0
1,Home Office,West,Furniture,Furnishings,187.76,4,0.0,76.9816,52.79,0,0
3,Consumer,North Asia,Office Supplies,Envelopes,485.55,13,0.0,218.4,52.78,3,4
3,Home Office,South,Technology,Copiers,1180.2348,6,0.002,139.47480000000002,52.779,3,7
0,Consumer,East,Furniture,Chairs,183.372,2,0.3,-7.858800000000002,52.76,0,2
1,Corporate,West,Technology,Accessories,185.528,7,0.2,48.7011,52.76,1,0
3,Home Office,East,Furniture,Furnishings,516.488,7,0.2,-12.912200000000029,52.75,1,4
3,Home Office,North,Technology,Phones,508.77,3,0.0,101.70000000000002,52.72,3,4
0,Home Office,Caribbean,Furniture,Bookcases,182.37600000000003,3,0.4,-76.04400000000001,52.69,0,1
2,Home Office,Central Asia,Furniture,Tables,477.84,1,0.0,14.31,52.69,3,2
2,Corporate,South,Technology,Phones,494.97,3,0.0,148.49099999999996,52.69,3,5
3,Corporate,Caribbean,Furniture,Bookcases,338.40000000000003,5,0.4,-118.50000000000004,52.682,2,7
0,Home Office,Central,Office Supplies,Paper,203.76,12,0.0,77.39999999999999,52.68,0,2
3,Consumer,Oceania,Technology,Accessories,466.1280000000001,2,0.1,176.088,52.68,1,5
3,Consumer,Central,Office Supplies,Storage,540.048,3,0.2,-47.2542,52.68,2,6
2,Corporate,EMEA,Furniture,Chairs,705.7200000000001,4,0.0,70.56,52.67,1,2
3,Consumer,EMEA,Technology,Accessories,352.98,6,0.0,38.7,52.66,1,5
3,Home Office,Southeast Asia,Office Supplies,Storage,823.5674999999999,5,0.17,277.7175,52.65,3,4
2,Consumer,North Asia,Office Supplies,Fasteners,138.39,7,0.0,34.44,52.64,0,3
3,Consumer,Central Asia,Technology,Phones,497.76,4,0.0,94.56,52.63,3,6
3,Consumer,West,Technology,Phones,623.96,5,0.2,38.9975,52.63,3,5
2,Consumer,Central,Technology,Phones,672.48,4,0.0,87.36,52.62,3,3
0,Home Office,North Asia,Furniture,Chairs,264.96000000000004,2,0.0,10.56,52.62,1,1
0,Consumer,EMEA,Office Supplies,Art,207.12,4,0.0,76.56,52.61,0,2
3,Consumer,Caribbean,Office Supplies,Storage,661.3,5,0.0,218.2,52.607000000000006,3,4
3,Consumer,North,Office Supplies,Storage,397.8,2,0.0,111.36,52.6,1,4
3,Consumer,South,Furniture,Chairs,942.36,3,0.0,292.08000000000004,52.58,3,4
3,Home Office,South,Technology,Copiers,574.47,3,0.0,143.54999999999998,52.57,3,4
3,Corporate,North,Office Supplies,Appliances,737.5999999999999,4,0.0,228.64,52.569,3,5
0,Consumer,Central,Office Supplies,Storage,436.05,10,0.1,-48.45,52.56,1,2
3,Home Office,West,Office Supplies,Storage,249.75,9,0.0,44.95499999999998,52.56,1,4
3,Consumer,Oceania,Furniture,Chairs,2057.129999999999,5,0.1,-0.1199999999999761,52.54,3,5
1,Home Office,Central,Technology,Machines,209.986,2,0.3,8.99939999999998,52.54,0,0
3,Corporate,Africa,Technology,Copiers,381.63,1,0.0,76.32000000000001,52.54,3,4
3,Consumer,South,Technology,Copiers,523.86,2,0.0,5.22,52.53,3,5
3,Corporate,EMEA,Furniture,Chairs,803.5200000000001,6,0.0,313.2,52.52,3,5
3,Home Office,South,Technology,Accessories,820.7,5,0.0,352.9,52.514,3,4
3,Consumer,North,Technology,Copiers,866.0644,5,0.002,232.5644,52.510000000000005,3,6
1,Consumer,Central,Technology,Phones,299.1,5,0.0,107.6,52.510000000000005,1,0
3,Corporate,Central,Technology,Copiers,667.9215,3,0.15,-110.03849999999998,52.51,1,4
2,Consumer,Central,Technology,Accessories,414.9000000000001,5,0.0,66.3,52.51,3,2
3,Home Office,North Asia,Furniture,Chairs,1289.7600000000002,8,0.0,618.96,52.5,3,6
0,Consumer,Oceania,Office Supplies,Storage,255.74400000000003,2,0.1,-5.736000000000004,52.5,1,2
3,Home Office,East,Furniture,Chairs,542.9399999999999,3,0.0,141.1644,52.5,3,5
2,Home Office,Caribbean,Furniture,Chairs,732.7199999999999,3,0.2,174.0,52.486,3,4
3,Consumer,Southeast Asia,Technology,Copiers,722.4714,6,0.37,68.71140000000003,52.47,3,6
3,Corporate,East,Furniture,Tables,991.764,3,0.4,-347.1174000000001,52.46,3,5
3,Consumer,West,Furniture,Furnishings,464.85,9,0.0,92.96999999999998,52.46,1,4
0,Consumer,Africa,Office Supplies,Storage,255.84,2,0.0,46.02,52.46,1,3
3,Consumer,Africa,Technology,Machines,647.76,8,0.0,291.36,52.46,1,5
3,Corporate,Central,Technology,Accessories,619.9739999999999,6,0.1,82.494,52.45,3,4
2,Corporate,North,Office Supplies,Storage,424.89,3,0.0,110.43,52.44,3,5
3,Home Office,South,Furniture,Chairs,315.432,3,0.2,-7.937999999999988,52.44,2,6
2,Corporate,North Asia,Technology,Phones,339.48,2,0.0,27.12,52.44,1,2
1,Home Office,Africa,Office Supplies,Storage,137.79000000000002,1,0.0,17.91,52.44,0,0
0,Consumer,EMEA,Furniture,Chairs,331.8,2,0.0,79.62,52.43,1,3
2,Corporate,South,Technology,Phones,245.862,3,0.4,-49.24800000000002,52.42,0,2
0,Corporate,East,Furniture,Chairs,317.058,3,0.3,-86.05860000000001,52.41,3,2
3,Consumer,Southeast Asia,Technology,Machines,307.46250000000003,5,0.25,12.262500000000005,52.4,1,4
3,Consumer,Africa,Technology,Phones,652.6800000000001,1,0.0,169.68,52.38,3,6
3,Consumer,EMEA,Office Supplies,Appliances,447.7440000000001,2,0.6,-425.3760000000001,52.37,1,4
2,Corporate,Central,Technology,Phones,297.55,5,0.0,83.31400000000002,52.36,0,3
0,Corporate,Central,Office Supplies,Storage,206.604,9,0.4,-120.636,52.34400000000001,1,3
1,Home Office,South,Office Supplies,Paper,191.6,4,0.0,91.968,52.33,0,0
3,Consumer,Oceania,Technology,Accessories,447.876,2,0.1,129.336,52.32,1,4
2,Consumer,South,Furniture,Chairs,545.9399999999999,6,0.0,87.35040000000004,52.32,3,3
3,Consumer,South,Technology,Phones,672.1200000000001,6,0.0,188.16000000000005,52.31,1,4
2,Consumer,North Asia,Technology,Phones,2544.96,4,0.0,1068.84,52.31,0,2
1,Home Office,Central,Furniture,Chairs,701.372,2,0.3,-50.09800000000001,52.31,3,0
